id,sehir,yas,tarih,korumaemri,neden1,neden2,katil1,katil2,oldurmeyolu1,oldurmeyolu2,oldurmeyolu3,katildurumu,yil
1905, Ankara , Resit ,02/12/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Sorusturma Suruyor ,2017
1906, Bursa ,,05/12/2017,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2017
1907, Bursa ,,05/12/2017,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,, Tutuklu ,2017
1908, Bursa , Resit ,05/12/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2017
1909, Bursa , Resit ,05/12/2017,   Yok ,Para,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2017
1910, Istanbul , Resit ,09/12/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2017
1911, Istanbul ,,10/12/2017,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2017
1912, Istanbul , Resit ,10/12/2017,   Yok ,Aldatilma Suphesi,,Erkek Kardesi,,Tespit Edilemeyen,,, Tutuklu ,2017
1913, Istanbul , Resit ,10/12/2017,   Yok ,Kiskanclik,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2017
1914, Izmir , Resit ,11/12/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Sorusturma Suruyor ,2017
1915, Izmir , Resit ,12/12/2017,   Yok ,Bakimsiz Olmasi,,Kocasi,,Darp,,, Tutuklu ,2017
1916, Izmir , Resit ,12/12/2017,   Yok ,Kizini Korurken,,Kizinin Eski Sevgilisi,,Kesici Alet,,, Tutuklu ,2017
1917, Izmir , Resit ,12/12/2017,   Yok ,Tartisma,,Eski Sevgilisi,,Atesli Silah,,, Intihar ,2017
1918, Izmir , Resit ,12/12/2017,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1919, Izmir , Resit ,12/12/2017,   Yok ,Tartisma,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2017
1920, Kayseri ,,13/12/2017,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1921, Kayseri , Resit ,13/12/2017,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2017
1922, Kayseri ,,13/12/2017,   Var ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1923, Kayseri , Resit ,13/12/2017,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1924, Kayseri , Resit ,13/12/2017,   Yok ,Alzheimer Hastasi Oldugu Icin,,Kocasi,,Bogulma,,, Tutuklu ,2017
1925, Sanliurfa ,,17/12/2017,   Yok ,Kaza,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2017
1926, Sanliurfa ,,17/12/2017,   Yok ,Tartisma,,Sevgilisi,,Darp,Bogulma,, Tutuklu ,2017
1927, Sanliurfa , Resit ,18/12/2017,   Yok ,Tartisma,,Babasi,,Bogulma,,, Tutuklu ,2017
1928,,,19/12/2017,   Tespit Edilemeyen ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2017
1929,,,19/12/2017,   Yok ,Tartisma,,Akrabasi,,Atesli Silah,,,,2017
1930,,,19/12/2017,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2017
1931, Adana ,,22/12/2017,   Yok ,Para,Tartisma,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2017
1932,,,23/12/2017,   Yok ,Kiz Kardesini Korurken,,Enistesi,,Atesli Silah,,,,2017
1933, Adana ,,24/12/2017,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2017
1934,,,24/12/2017,   Yok ,Reddedilme,,Tanidigi Birisi,,Kesici Alet,,,,2017
1935,,,24/12/2017,   Yok ,Aldatma,,Kocasi,,Atesli Silah,,,,2017
1936,,,24/12/2017,   Yok ,Kizini Korurken,,Akrabasi,,Atesli Silah,,,,2017
1937,,,25/12/2017,   Yok ,Bosanma,,Eski Kocasi,,Atesli Silah,,,,2017
1938,,,26/12/2017,   Yok ,Tore,,Erkek Kardesi,,Atesli Silah,,,,2017
1939,,,29/12/2017,   Yok ,Tartisma,Kendi hayatina karar verme,Sevgilisi,,Atesli Silah,,,,2017
1940,,,31/12/2017,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,,,2017
1941, Ankara ,, 01/12/2017 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2017
1942, Elazig ,, 06/08/2017 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Araniyor ,2017
1943, Hakkari ,, 07/10/2017 ,   Yok  ,Tespit Edilemeyen,,Akrabasi,,Atesli Silah,,, Tutuklu ,2017
1944, Igdir , Resit , 08/02/2017 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Araniyor ,2017
1945, Istanbul ,, 09/03/2017 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2017
1946, Kibris ,, 13/01/2017 ,   Yok ,Ayrilik Talebi,,Kocasi,,Kesici Alet,,, Intihar ,2017
1947, Sinop , Resit , 17/05/2017 ,   Yok ,Kaza,,Tanimadigi Birisi,,Atesli Silah,,, Tutuklu ,2017
1948, Sirnak , Resit , 17/05/2017 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2017
1949,,, 21/04/2017 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,,,2017
1950,,, 23/02/2017 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2017
1951,,, 29/11/2017 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2017
1952,,, 29/11/2017 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2017
1953,,, 31/05/2017 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2017
1954, Adana , Resit ,01/01/2018,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2018
1955, Bursa , Resit ,05/01/2018,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2018
1956,,,23/02/2018,   Yok ,Kriz ve Issizlik,,Babasi,,Atesli Silah,,,,2018
1957, Adana , Resit ,03/05/2018,   Yok ,Bosanma Talebi,,Kocasi,,Vurucu Alet,Kesici Alet,, Tutuklu ,2018
1958, Adana ,,15/05/2018,   Yok ,Kiskanclik,,Tespit Edilemeyen,,Atesli Silah,,, Tutuklu ,2018
1959, Adana , Resit ,24/09/2018,   Yok ,Tartisma,,Oglu,,Darp,,, Tutuklu ,2018
1960, Adana , Resit Degil , 01/02/2018 ,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Darp,,,Sorusturma Suruyor,2018
1961, Adana ,, 01/02/2018 ,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Bogulma,,, Tutuklu ,2018
1962, Adana , Resit  , 01/02/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2018
1963, Adana , Resit , 01/03/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
1964, Adana , Resit , 01/03/2018 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Iskence,,, Sorusturma Suruyor ,2018
1965, Afyonkarahisar ,, 01/06/2018 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2018
1966, Afyonkarahisar , Resit Degil , 01/06/2018 ,   Yok ,Tartisma,,Abisi,,Darp,,, Tutuklu ,2018
1967, Afyonkarahisar ,, 01/07/2018 ,   Yok ,Hirsizlik,,Tespit Edilemeyen,,Darp,,, Tespit Edilemeyen,2018
1968, Agri ,, 01/08/2018 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Intihar ,2018
1969, Amasya , Resit , 01/10/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Sorusturma Suruyor ,2018
1970, Ankara , Resit , 01/10/2018 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2018
1971, Ankara , Resit , 01/11/2018 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2018
1972, Ankara , Resit , 01/11/2018 ,   Yok ,Kiskanclik,,Sevgilisi,,Kesici Alet,,, Araniyor ,2018
1973, Ankara , Resit , 02/01/2018 ,   Yok ,Tartisma,,Kocasi,,Bogulma,,, Tutuklu ,2018
1974, Ankara , Resit , 02/01/2018 ,   Yok ,Kadin hayatina dair bir karar vermek istedigi icin,,Sevgilisi,,Darp,,, Tutuklu ,2018
1975, Ankara , Resit , 02/04/2018 ,   Var ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2018
1976, Ankara ,, 02/04/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
1977, Ankara ,, 02/05/2018 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2018
1978, Antalya ,, 02/08/2018 ,   Yok ,Tespit Edilemeyen,,Damadi,,Atesli Silah,,, Tutuklu ,2018
1979, Antalya ,, 02/09/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Bogulma,,, Tutuklu ,2018
1980, Antalya , Resit , 02/12/2018 ,   Yok ,Para,,Kocasi,,Zehir,,, Intihar ,2018
1981, Antalya ,, 02/12/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
1982, Antalya , Resit , 02/12/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
1983, Antalya ,, 02/12/2018 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Intihar ,2018
1984, Antalya ,, 02/12/2018 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2018
1985, Antalya ,, 03/01/2018 ,   Var ,Ayrilik Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
1986, Antalya , Resit , 03/01/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Araniyor ,2018
1987, Antalya ,, 03/02/2018 ,   Yok ,Husumet,,Akrabasi,,Atesli Silah,,, Tutuklu ,2018
1988, Antalya ,, 03/03/2018 ,   Yok ,Reddedilme,Tartisma,Eski Sevgilisi,,Atesli Silah,,, Intihar ,2018
1989, Antalya ,Resit, 03/03/2018 ,   Tespit Edilemeyen ,Bosanma,,Eski Kocasi,,Kesici Alet,,,,2018
1990, Artvin , Resit , 03/05/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2018
1991, Artvin ,, 03/05/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
1992, Aydin ,Resit, 03/06/2018 ,   Yok ,Reddedilme,,Tanimadigi Birisi,,Iskence,,,,2018
1993, Aydin ,, 03/07/2018 ,   Yok ,Tartisma,,Babasi,,Atesli Silah,,, Tutuklu ,2018
1994, Aydin ,Resit, 03/07/2018 ,   Yok ,Bosanma,,Kocasi,,Atesli Silah,,,,2018
1995, Aydin , Resit , 03/08/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2018
1996, Aydin , Resit , 03/08/2018 ,   Yok ,Tartisma ,Ayrilik Talebi,Eski Sevgilisi,,Atesli Silah,,, Tutuklu ,2018
1997, Aydin ,Resit, 03/09/2018 ,   Tespit Edilemeyen ,Kiskanclik,,Sevgilisi,Polis,Atesli Silah,,,,2018
1998, Balikesir , Resit , 03/09/2018 ,   Yok ,Tartisma,,Oglu,,Bogulma,,, Tutuklu ,2018
1999, Balikesir ,Resit, 03/09/2018 ,   Tespit Edilemeyen ,Ayrilik,,Sevgilisi,,Atesli Silah,,,,2018
2000, Balikesir ,, 03/10/2018 ,   Var ,Tartisma,,Eski Kocasi,,Kesici Alet,,, Kacak ,2018
2001, Batman , Resit , 04/02/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2018
2002, Mugla ,, 04/03/2018 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2018
2003, Mugla , Resit , 04/03/2018 ,   Yok ,Tartisma,,Tanimadigi Birisi,,Atesli Silah,,, Tutuklu ,2018
2004, Bolu ,, 04/05/2018 ,   Yok ,Reddedilme,,Eski Sevgilisi,,Atesli Silah,,, Tutuklu ,2018
2005, Burdur , Resit Degil , 04/05/2018 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Kesici Alet,Bogulma,, Tutuklu ,2018
2006, Burdur ,, 04/06/2018 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2018
2007, Bursa ,Resit, 04/07/2018 ,   Yok ,Ayrilik,,Kocasi,,Iskence,,,,2018
2008, Bursa ,, 04/08/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Asma,,, Tespit Edilemeyen,2018
2009, Bursa ,, 04/08/2018 ,   Var ,Reddedilme,,Tanidigi Birisi,,Atesli Silah,,, Intihar ,2018
2010, Bursa ,, 04/09/2018 ,   Yok ,Reddedilme,,Eski Sevgilisi,,Kesici Alet,,, Tutuklu ,2018
2011, Bursa , Resit , 04/09/2018 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Araniyor ,2018
2012, Bursa , Resit , 04/09/2018 ,   Yok ,Tartisma,,Nisanlisi,,Darp,,, Tutuklu ,2018
2013, Bursa ,Resit, 04/10/2018 ,   Yok ,Organ Mafyasi,,Tespit Edilemeyen,,Iskence,,,,2018
2014, Bursa , Resit , 04/10/2018 ,   Yok ,Tartisma,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2018
2015, Bursa , Resit , 05/01/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,, Tutuklu ,2018
2016, Corlu , Resit , 05/02/2018 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2018
2017, Corum ,, 05/03/2018 ,   Yok ,Tartisma,,Damadi,,Kesici Alet,,, Tutuklu ,2018
2018, Corum ,, 05/03/2018 ,   Yok ,Kaza,,Torunu,,Atesli Silah,,, Tutuklu ,2018
2019, Denizli ,, 05/05/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2018
2020, Denizli , Resit , 05/05/2018 ,   Var ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2018
2021, Denizli , Resit , 05/06/2018 ,   Yok ,Tecavuz,,Tanimadigi Birisi,,Bogulma,Tecavuz,Darp, Tutuklu ,2018
2022, Denizli , Resit Degil , 05/06/2018 ,   Yok ,Tartisma,,Babasi,,Bogulma,,, Intihar ,2018
2023, Denizli , Resit , 05/06/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
2024, Tunceli , Resit , 05/09/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
2025, Zonguldak ,, 05/09/2018 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Tespit Edilemeyen,,, Tutuklu ,2018
2026, Diyarbakir , Resit , 06/01/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2018
2027, Diyarbakir , Resit , 06/01/2018 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2018
2028, Edirne , Resit , 06/04/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Darp,,, Tutuklu ,2018
2029, Elazig ,Resit, 06/08/2018 ,   Tespit Edilemeyen ,Bosanma,,Babasi,,Atesli Silah,,,,2018
2030, Erzurum , Resit , 06/10/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2018
2031, Mugla, Resit , 07/01/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Darp,,, Intihar ,2018
2032, Gaziantep ,, 07/02/2018 ,   Yok ,Akrabasini Korurken,,Yegeninin Kocasi,,Atesli Silah,,, Araniyor ,2018
2033, Gaziantep , Resit , 07/04/2018 ,   Yok ,Tartisma,,Kocasi,,Darp,Bogulma,, Tutuklu ,2018
2034, Gaziantep ,, 07/08/2018 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Kesici Alet,Atesli Silah,, Kacak ,2018
2035, Gaziantep ,, 07/08/2018 ,   Yok ,Kaza,,Tanimadigi Birisi,,Atesli Silah,,, Tutuklu ,2018
2036, Gaziantep ,, 07/08/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,, Intihar ,2018
2037, Gaziantep ,, 07/08/2018 ,   Yok ,Tespit Edilemeyen,,Kocasinin Yegeni,,Atesli Silah,,, Araniyor ,2018
2038, Giresun ,, 07/09/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2018
2039, Giresun , Resit Degil , 07/09/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,,Sorusturma Suruyor,2018
2040, Hakkari ,, 07/10/2018 ,   Yok ,Tespit Edilemeyen,,Akrabasi,,Atesli Silah,,, Tutuklu ,2018
2041, Hatay ,, 07/12/2018 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Zehir,,, Intihar ,2018
2042, Hatay , Resit , 07/12/2018 ,   Yok ,Tartisma,,Oglu,,Atesli Silah,,, Intihar ,2018
2043, Hatay ,, 08/01/2018 ,   Yok ,Ayrilik Talebi,,Kocasi,,Tespit Edilemeyen,,, Tutuklu ,2018
2044, Isparta , Resit , 08/03/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tutuklu ,2018
2045, Isparta , Resit , 08/03/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tutuklu ,2018
2046, Isparta , Resit , 08/03/2018 ,   Yok ,Tartisma,,Sevgilisi,,Darp,Kesici Alet,, Tutuklu ,2018
2047, Isparta , Resit , 08/04/2018 ,   Yok ,Tartisma,,Kocasi,,Bogulma,,, Tutuklu ,2018
2048, Isparta , Resit , 08/04/2018 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Kesici Alet,Delici Alet,, Tutuklu ,2018
2049, Istanbul ,, 08/05/2018 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2018
2050, Istanbul ,, 08/05/2018  ,   Yok ,Ayrilik Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2051, Istanbul , Resit , 08/08/2018 ,   Yok ,Aldatilma Suphesi,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2052, Istanbul , Resit , 08/08/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Tespit Edilemeyen,2018
2053, Istanbul , Resit , 08/08/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Zehir,,, Intihar ,2018
2054, Istanbul , Resit Degil , 08/10/2018 ,   Yok ,Tespit Edilemeyen,,Abisi,,Kesici Alet,,, Tutuklu ,2018
2055, Istanbul , Resit , 08/12/2018 ,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2018
2056, Istanbul , Resit , 09/02/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2018
2057, Istanbul ,, 09/03/2018 ,   Yok ,Intikam,,Akrabasi,,Kesici Alet,,, Tutuklu ,2018
2058, Istanbul , Resit , 09/04/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Tespit Edilemeyen,2018
2059, Istanbul , Resit , 09/05/2018 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,, Tutuklu ,2018
2060, Istanbul , Resit , 09/06/2018 ,   Yok ,Hasta Oldugu Icin ,Nefret,Babasi,,Atesli Silah,,, Tutuklu ,2018
2061, Istanbul , Resit , 09/06/2018 ,   Yok ,Reddedilme,,Eski Sevgilisi,,Atesli Silah,,, Tutuklu ,2018
2062, Istanbul ,, 09/06/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Atesli Silah,,, Tutuklu ,2018
2063, Istanbul ,, 09/07/2018 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Intihar ,2018
2064, Istanbul ,, 09/08/2018 ,   Yok ,Ayrilik Talebi,,Sevgilisi,,Atesli Silah,,, Intihar ,2018
2065, Istanbul , Resit , 09/10/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Atesli Silah,,, Tutuklu ,2018
2066, Istanbul ,, 09/12/2018 ,   Yok ,Ayrilik Talebi,,Sevgilisi,,Atesli Silah,,, Intihar ,2018
2067, Istanbul ,, 09/12/2018 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Araniyor ,2018
2068, Istanbul , Resit , 09/12/2018 ,   Yok ,Reddedilme,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2018
2069, Istanbul ,Resit, 09/12/2018 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,,,2018
2070, Istanbul ,, 09/12/2018 ,   Tespit Edilemeyen ,Kiskanclik,,Eski Kocasi,,Atesli Silah,,,,2018
2071, Istanbul ,, 09/12/2018 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Intihar ,2018
2072, Istanbul , Resit , 09/12/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2073, Istanbul , Resit , 10/01/2018 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Kocasi,,Tespit Edilemeyen,,, Araniyor ,2018
2074, Istanbul , Resit , 10/02/2018 ,   Yok ,Tartisma,,Oglu,,Kesici Alet,,, Tutuklu ,2018
2075, Istanbul ,, 10/02/2018 ,   Yok ,Kizini Gorme Talebi,,Eski Kocasi,,Atesli Silah,,, Araniyor ,2018
2076, Istanbul , Resit , 10/02/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Tespit Edilemeyen,2018
2077, Istanbul , Resit , 10/03/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,, Tutuklu ,2018
2078, Istanbul , Resit , 10/05/2018 ,   Yok ,Tartisma,,Tanidigi Birisi,,Yakilma,,, Tutuklu ,2018
2079, Istanbul , Resit , 10/06/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Bogulma,,, Tutuklu ,2018
2080, Istanbul , Resit , 10/08/2018 ,   Yok ,Para,,Tanidigi Birisi,,Bogulma,,, Tutuklu ,2018
2081, Istanbul ,, 10/08/2018 ,   Yok ,Ayrilik Talebi,,Sevgilisi,,Atesli Silah,,, Araniyor ,2018
2082, Istanbul , Resit , 10/08/2018 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2018
2083, Istanbul ,, 10/09/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Tespit Edilemeyen,2018
2084, Istanbul , Resit , 10/09/2018 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2018
2085, Izmir ,, 11/02/2018 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2018
2086, Izmir ,, 11/02/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Tespit Edilemeyen,2018
2087, Izmir ,, 11/03/2018 ,   Yok ,Reddedilme,,Eski Sevgilisi,,Atesli Silah,,, Intihar ,2018
2088, Izmir ,Resit, 11/03/2018 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Erkek Kardesi,,Kesici Alet,,,,2018
2089, Izmir , Resit , 11/03/2018 ,   Yok ,Tespit Edilemeyen,,Oglu,,Bogulma,,, Tutuklu ,2018
2090, Izmir ,, 11/05/2018 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2018
2091, Izmir ,, 11/07/2018 ,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,, Intihar ,2018
2092, Izmir ,, 11/07/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
2093, Izmir , Resit , 11/07/2018 ,   Yok ,Tartisma,,Oglu,,Kesici Alet,,, Tutuklu ,2018
2094, Izmir ,, 11/07/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Tespit Edilemeyen,2018
2095, Izmir , Resit , 11/08/2018 ,   Yok ,Tespit Edilemeyen,,Enistesi,,Atesli Silah,,, Intihar ,2018
2096, Izmir , Resit , 11/08/2018 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2018
2097, Izmir ,, 11/08/2018 ,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,, Araniyor ,2018
2098, Izmir , Resit , 11/08/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Iskence,Iltihap,, Sorusturma Suruyor ,2018
2099, Izmir ,Resit, 11/09/2018 ,   Var ,Bosanma,,Kocasi,,Iskence,,,,2018
2100, Izmir , Resit , 11/09/2018 ,   Yok ,Reddedilme,,Tanidigi BIrisi,,Kesici Alet,,, Tutuklu ,2018
2101, Izmir , Resit , 11/09/2018 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2018
2102, Izmir , Resit , 11/10/2018 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2018
2103, Izmir , Resit , 11/10/2018 ,   Yok ,Tartisma,,Oglu,,Atesli Silah,,, Intihar ,2018
2104, Kocaeli , Resit , 12/02/2018 ,   Yok ,Hirsizlik,,Tanimadigi Birisi,,Atesli Silah,,, Tutuklu ,2018
2105, Kocaeli , Resit , 12/02/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2018
2106, Kocaeli , Resit Degil , 12/02/2018 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2018
2107, Kahramanmaras , Resit , 12/03/2018 ,   Yok ,Tespit Edilemeyen,,Akrabasi,,Atesli Silah,,, Tutuklu ,2018
2108, Kahramanmaras ,Resit, 12/03/2018 ,   Yok ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Erkek Kardesi,,Atesli Silah,,,,2018
2109, Kahramanmaras , Resit , 12/04/2018 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Araniyor ,2018
